ACC TNL-001,Door of Old Vault access tunnel west of bone yard,1,37.418779,-122.204947,0,
ALPINE-001,Background dosimeter (Outside guard shack),0,37.415393,-122.195074,1,BA00030600N
ALPINE-002,Background dosimeter (Outside guard shack),0,37.41535162,-122.1950029,1,BA001307860
ALPINE-003,Background dosimeter (Outside guard shack),0,37.415448,-122.1950609,0,
ALPINE-004,Background dosimeter (Outside guard shack),0,37.41536188,-122.1950807,0,
ALPINE-005,Background dosimeter (Outside guard shack),0,37.4153166,-122.1950749,0,
AMRF Of-001,Sec 10 North Wall on top of panel adj pent 10-14,1,37.415883,-122.206927,0,
BDE-001,BDE outside RAM storage area: at entrance fence,0,37.418037,-122.200288,0,
BLG 003-001,Building 03: Room 100A,0,37.416495,-122.208514,0,
BLG 003-002,Conference room: SE corner,0,37.416463,-122.208730,0,
BLG 003-003,+,0,37.416389,-122.208528,0,
BLG 005-001,MCC control room; Bldg 005; Outside by S entrance,1,37.416342,-122.202737,0,
BLG 006-001,Inside Room 101A RGD,0,37.417414,-122.202439,1,BA00121452J
BLG 006-002,Inside Room 107 RGD,0,37.41744007,-122.2024382,1,BA001717316
BLG 006-003,Inside Room 111 RGD,0,37.41742699,-122.2024179,1,BA001979900
BLG 006-004,GTF on South wall under PPS warning light,0,37.41739823,-122.2024072,0,
BLG 006-005,On North Wall: by power box,0,37.41740968,-122.2023939,0,
BLG 006-006,Roof above Photocathode,0,37.41739121,-122.2024642,0,
BLG 006-007,inside GTF on ceiling,0,37.41739041,-122.2024114,1,BA002188698
BLG 006-008,RGD#56: Titan Krios #1: Room 110,0,37.41740417,-122.2024197,0,
BLG 006-009,RGD#58: Talos Arctica: Room 105A,0,37.41738796,-122.2023987,0,
BLG 006-010,RGD#62: Titan G3: Room 107,0,37.41741496,-122.2024038,0,
BLG 006-011,RGD#63: Titan G2: Room 101A,0,37.41740105,-122.2024418,0,
BLG 008-001,On backside near fence,0,37.417596,-122.202041,1,BA001238608
BLG 015-001,Lower level: fire ext bracket in lunchroom,0,37.415618,-122.207001,1,BA001006579
BLG 015-002,Upper level: next to doorway,0,37.415418,-122.206777,1,BA00138105E
BLG 015-003,Lower level: I Beam behind office divider NE corner,0,37.415465,-122.207058,1,BA000729190
BLG 015-004,South west corner of building on unistrut 8',0,37.415785,-122.207230,1,BA00118680A
BLG 024-001,RCF Area: Outside wall: hallway across from J. Yu,1,37.416931,-122.207918,1,BA001721383
BLG 024-002,OHP Operations offices,0,37.41710692,-122.2079572,1,BA001495706
BLG 024-003,Room 185 NE Corner,0,37.41701459,-122.2078427,0,
BLG 024-004,Room 161: Rad Lab on water line,0,37.41702609,-122.2079317,1,BA00032365B
BLG 024-005,Room 164: Instrument shop,0,37.41704399,-122.2080687,0,
BLG 024-005A,RAM Storage (Room 143: North Wall),0,37.41690194,-122.2077502,1,BA00100482K
BLG 024-006,Eddie Office North Wall Rm 178,0,37.41694615,-122.2077861,1,BA00119263D
BLG 024-007,Room 145: BSOIC and RAM storage room: adj to RCA phone jack,0,37.416640,-122.208062,1,BA0011639130
BLG 025-001,Outside machine Shop Supervisor's Office,0,37.417075,-122.207205,1,BA000780752
BLG 025-002,Outside Ali's Office (Plating Shop),0,37.41716144,-122.2072229,1,BA00151413E
BLG 025-003,Upstairs offices across from room #208,0,37.41711317,-122.207319,1,BA000233884
BLG 025-004,Upstairs offices  room #209 on light switch,0,37.4169298,-122.2072844,0,
BLG 025-005,Upstairs Admin Office: on fire ext hallway,0,37.41699215,-122.2072247,0,
BLG 025-006,Matt Office Room South wall plug,0,37.41707753,-122.2074083,1,BA001463828
BLG 025-007,Main Shop Area Hydrogen Alarm panel,0,37.41712252,-122.20725,1,BA000165377
BLG 025-008,RGD #20: Metals Analyzer Gun: Room 112C,0,37.41714449,-122.2070874,0,
BLG 026-001,Weld shop on south wall (hydrojet room),0,37.417168,-122.205899,0,
BLG 026-002,Outside door to 2nd Floor Offices,0,37.41720253,-122.2058561,1,BA001952160
BLG 026-003,Weld Shop  breaker panel near Column 4C: above sink,0,37.41720784,-122.2056902,1,BA00121326F
BLG 026-004, Magnet shop unistrut strap storage,0,37.4173103,-122.205914,1,BA001648670
BLG 026-005,West Office Rm 100 south wall: Right of door,0,37.41730466,-122.2060294,1,BA00074699K
BLG 027-001,Near outlet on East Wall: by window overlooking outdoor seating.,0,37.417240,-122.207634,1,BA00198770
BLG 028-002,middle of building room huddle room 93,0,37.417141,-122.205281,1,BA001375156
BLG 028-003,Southeast corner: RP instrument lab,0,37.417078,-122.205089,1,BA00164311F
BLG 028-004,Southwest corner,0,37.417108,-122.205381,1,BA00085040G
BLG 030-001,MFD RAM storage area: NE Door 240V breaker,0,37.416714,-122.206763,0,
BLG 030-002,MFD RAM storage area: S Wall over breaker,0,37.416689,-122.206846,0,
BLG 031-001,North Wall: outside clean room: next to clock,0,37.416998,-122.204107,1,BA001074225
BLG 031-002,Supv Office,0,37.4169116,-122.2040696,1,BA001583064
BLG 031-003,General office area at 480V breaker panel O/S ROOM 105 (TX400 RGD#27),0,37.41688926,-122.2039269,1,BA00088962P
BLG 031-004,General office area 480V breaker panel O/S Rm 102,0,37.41713881,-122.2040883,1,BA00109751A
BLG 031-005,General office on Table leg of material to survey,0,37.4169709,-122.2041472,1,BA00025143K
BLG 033-001, Plug conduit next to the operator console front entry door,0,37.416944,-122.208471,0,
BLG 033-002,Ouside exterior wall near machine beam location East,0,37.41680793,-122.208497,0,
BLG 033-003,General warehouse area fence E side,0,37.41680583,-122.2086142,1,BA00074679M
BLG 033-004,office space Rm 100 side of room divider by light switch N wall,0,37.41686397,-122.2083657,1,BA00162251E
BLG 033-005,On wall in clean room #104,0,37.41699912,-122.208578,0,
BLG 034-001,Room 101B: S wall,0,37.416477,-122.207854,0,
BLG 034-002,Room 205: next to window,0,37.41643477,-122.2077732,0,
BLG 034-003,Room  271  Office,0,37.41642551,-122.2076576,1,BA0000165N
BLG 034-004,upstairs office middle: Rm 215 window,0,37.41644526,-122.2077556,1,BA00186990B
